"Key","Value"
"7b17360f-49ee-4c53-9aa0-bcf0b7b1f525","ELS PER TECHNIK_CAD RW"
"c706ee53-1b16-45cd-86e8-da70db47f41f","ELS Function FAU-System Design"
"202ff91e-d094-4dc3-be9f-eb90b696672b","GLB All Skype Admins"
"32b8b1ce-2350-40db-9aba-447030edb48c","ELS FunctionHead Marketing & Product Management"
"139c3551-e815-4da0-a750-5381d978f552","SRMW_Intune_Win_User_Shared-DEMAB"
"79dedf05-a02a-4ac0-967a-cd55007fc3fa","MAG Printer MAGPR0007"
"2ac12ff5-a666-4c81-bd8a-5770450a619e","SRMW_Intune_Win_Devices_USCLB"
"6f2b28c3-0628-4991-bbfb-509249e8545f","ELS PER TECHNIK_Elektro_Spezial RW"
"3860e7de-c32c-4d8e-8a6b-ee2bdf310fa1","ELS Department Finance Accounting"
"c660ee64-d276-485e-8e0e-cf4f2365b35b","ELS PER TECHNIK_Labor_27Zertifizierungen R"
"8d367b2c-d6a3-4014-b29a-7855e2db8d1e","ELS SP_ICBP_HENL R"
"a05504e5-7572-415c-9f60-ddf0b82cf150","ELS PER TECHNIK_Labor_15Lieferanten RW"
"2cac2426-0357-4d00-b6a2-5da56a935b9b","ELS PER TECHNIK_Elektro_CAN Kommunikation Mobil RW"
"dca1799b-f8c2-438d-8434-77b8765beb0d","ELS FunctionHead Project Management"
"632aec35-b29c-4794-8769-668894c77b5d","ELS PER TECHNIK_Labor_34SkizzenZeichnungen RW"
"9317827b-87d0-40f7-ae64-dc3f486b5cf6","ELS PER ORGANISATION_Finanzen_ReportingFAUBudget R"
"e4d01d3e-3af2-48a2-bfa4-9cbb820451ce","ELS SP_Abteilungs-Seiten_hugservice R"
"bde04169-0f64-49e4-abfb-dba9ee05d57c","ENS Disabled User"
"fdd0cbd7-1bfb-4478-9f24-e978ef07d986","ELS Department Control System Design"
"7a81b6f1-af61-44cb-8902-655f0a7dcaa0","ELS PER TECHNIK_Labor_16Literatur R"
"3014a1d9-7975-44f4-bcb7-2f1bd39da1a4","ELS PER APPLICATION_SSD_AppsTemp R"
"e43cb2b3-7cdf-43b1-9a5b-be88b7273a7d","ELS PER ORGANISATION_Qualit?tsundUmwelt_Gesetzesakt RW"
"c1c01313-73c1-4967-874a-f992ca1f063b","TEST PER TESTDRIVE_FOLDER L"
"9a7b1f63-6346-4286-a83e-c083284ea3f4","ELS PER ORGANISATION_Dokumentation_Dokumentenstamm R"
"3366c819-9b9a-4329-a5f9-b18c9be3ef50","MAG Users WLAN Access"
"2ec0bd03-fbae-460c-b1a0-f7afc39d2ad8","ELS PER TECHNIK_Labor_29Gesetzgebung RW"
"32d11662-f81d-4331-a18b-463d13d2d569","ELS PER ORGANISATION_Qualit?tsundUmwelt_ProductConf R"
"3c5af49c-3d1f-42da-b30f-5d7e298f102c","ELS PER TECHNIK_TechnBerechnungen_99_UNSORTIERT RW"
"83b0bb7c-8bc2-44e1-8537-92345a36078c","ELS Share EPLAN"
"3e307d65-9449-477b-a11d-097fba59e5aa","ELS SP_Abteilungs-Seiten_Projektleiter RW"
"7cd90286-c9e4-48b7-b241-c72fbd89342c","ELS PER TECHNIK_TechnBerechnungen_99_UNSORTIERT R"
"998577b1-2329-4e9f-9c82-fcabb2c9af56","ELS PER ORGANISATION_Personal_RnDdevelopment RW"
"de9a3206-b2d0-4382-aa13-b3ae7c86dca9","ENS Function Aftersales Backoffice"
"720b8368-21de-4503-8056-c5ba8d2408fb","ELS PER TECHNIK_Labor_10Entwicklung R"
"8b965998-20d4-4c52-a30e-8073fcd412d0","ELS PER TECHNIK_CAD_03_Zeichnungen RW"
"c124351d-fdb1-4c65-957e-fb1368af617e","ELS PER TECHNIK_Labor_35Lessons learnt RW"
"5ba5a79b-3e75-4e44-94f5-ce949b6a55d2","ELS PER ORGANISATION_GLT RW"
"94dea706-0df3-4d49-a5a1-22a9196fdde2","ELS DepartmentHead Order Processing"
"b27baa9a-80cd-403a-a555-093a1f587662","ELS OLD Produktion_COR"
"508c0e8c-d855-41f0-9c69-341eb62b8242","ELS PER TECHNIK_TechnBerechnungen_90_GRUNDLAGEN_RECHNUNGEN RW"
"e95ea891-1e74-4a43-b185-3f9ae7aeb8a2","ELS PER TECHNIK_CAD R"
"66f213c8-1a61-465f-9646-86ee1a27382a","ELS PER ORGANISATION_Gesch?ftsleitung RW"
"887bbdfc-3e40-4267-b395-e05a77e0a964","ELS Department Marketing"
"69f9d31c-b4f8-405b-8095-fd6e46f05b47","ELS SP_Abteilungs-Seiten_Application R"
"049f0407-7229-4792-beb2-c2d06962bd48","ELS PER APPLICATION_Durchlaufofen R"
"3934d975-4193-4df8-8ae9-4a7b394d18fc","ELS PER ORGANISATION_Service_ServiceGlobal R"
"4067ea66-6ca2-45c8-a990-7f1e93bac3df","ELS PER TECHNIK_TechnBerechnungen_30_TOOLS_MAINTENANCE_DATA RW"
"890e235f-527f-482f-b69a-346272845c3d","ELS PER ELSVMABACUSTST2 ABACUSTST RW"
"2b28b988-7801-4a86-bc07-198cf408a292","ELS APP SalesDB external access"
"b1defe35-f277-492d-94ab-67c8611c6ea3","ELS PER TECHNIK_Elektro_Schulung R"
"267c6220-0d29-4e61-b457-85b21c10f5a7","ELS PER APPLICATION_ePlanP8 RW"
"10bf90a3-040e-442a-9134-97c8d69c7af0","ELS PER TECHNIK_SystemEngineering RW"
"2b5f25a4-55d4-42fc-9061-bd876e12ef5c","ELS PER TECHNIK_Labor_02AuswertungLabormessungen RW"
"c48525d1-7d96-41e7-b039-d1de5682be29","ELS SP Admins"
"fb6a9842-7bb9-437e-b1ce-abf48b9d5b46","ELS Department Entwicklung"
"4f89cdeb-12a5-48be-8748-3f6a254d3a02","ELS PER ORGANISATION_HHPBoard_030CVHHPBM R"
"fad4a8b8-ad38-430e-a907-bbff54d64caf","ELS Department Quality Planning"
"750e1aba-69a4-4ee1-8eb3-f4cdd38456b1","ELS PER TECHNIK_AFO RW"
"262ecd63-1af3-4903-b0fe-303da2d9bf30","ELS PER TECHNIK_Labor_05Auslegeprogramme RW"
"334730e4-f48d-490e-8996-a003b202dc7a","ELS PER PRJ RW"
"9b0e9f4d-882c-4f6b-a4c5-34dfdc36c4a5","ELS PER OPERATIONS_3ProduktionsnaheBereiche_2AVORLager R"
"5ae02317-bf74-4fb0-832a-027c7989ec4c","ELS FunctionHead Application"
"15cf3d32-e4ec-4e07-99ab-f48c4ee12ca6","ELS Function GLT"
"6825a4fa-b698-4e1f-9d59-e35989a5bc2d","ELS PER ORGANISATION_HHPBoard_000Archiv R"
"9cb16ff3-ce88-4140-bc18-3680d21980b1","SRMW_Intune_Win_User_Shared-ITTRA"
"ab831b65-ef94-48b9-9f93-cbbac1f6b1ae","ELS PER TECHNIK_RnD_Fuel-the-growth R"
"54fa3f89-ca39-4130-9012-fb7616d1f61f","BAV Function Control RnD"
"5dbca365-e31d-4a6d-a78b-36eb1f2c56ce","ELS SP_Abteilungs-Seiten_Entwicklung RW"
"2de02d65-4a1f-4544-a752-e8a96aaab299","ELS PER TECHNIK_TechnBerechnungen_10_AUSLEGUNG_ANLAGEN R"
"60694b9c-28f7-4763-aacd-91a356e91ad8","ELS Department Testing"
"0b03f415-229f-45c2-b935-e93a2993aa04","ELS Function SoftwareDevelopmentProduction"
"99e3b275-aba9-404d-976c-c63e03cdc82e","ELS Function Director RnD Project Management"
"c13a2195-8392-4a42-8dbd-e05dbef78ac0","ELS SP_ICBP_HEUS RW"
"6c60ec47-5d5a-4521-8a08-2f758fac4351","GLB Proxy Client Access Groups"
"fb95b8ed-819e-4e74-83cb-56acf12ffc82","ELS PER TECHNIK_Labor_02AuswertungLabormessungen R"
"88679a9d-6f5d-45a3-957c-9793eebc7c73","ELS PER ORGANISATION_TechnicalRedaction R"
"bf45e8f4-20e0-403e-938a-607f379e9cce","ELS DepartmentHead Technical Service & Maintenance"
"eb934d23-20f2-43fc-be75-41baa4df8702","ELS PER TECHNIK_Elektro_Modulbeschreibung R"
"4f0bb9a5-1a19-40c8-99da-c79fda1c3152","ELS PER APPLICATION_Abacus R"
"689de854-2fd4-4ca3-82d8-5aaa6ca8a1c0","ELS SP_Abteilungs-Seiten_Projektleiter R"
"82923c33-33ae-4e99-9d98-1cee1d36ff94","ELS PER TECHNIK_Elektro_Schulung RW"
"4c39e43a-dd59-44b5-a6f4-5341e618bbcf","ELS PER TECHNIK_Elektro_Modulbeschreibung RW"
"74fd05c1-264b-48bd-8aa7-1b2cd6217d42","ELS PER ORGANISATION_HHPBoard RW"
"ae471eec-b0f6-4316-b489-2e3d3abbc69b","ELS Function Finance Order Processing"
"605e300b-dd14-4d62-b7eb-5ba9709b604a","ELS PER ORGANISATION_Management_010BSC-KPI R"
"36eb6dec-8ae8-4cf0-be00-96049aef0bef","ELS APP SalesDB RW"
"9e2f4c9e-892d-4c3f-b949-35de44cfce4d","ELS OLD Hug_Niederlande"
"8cdbe6fd-eec2-4c22-95cc-7a0993d261f5","ELS Department ERP"
"ccd16ad1-02f8-4343-8906-50ef270738fd","ELS APP Productstream CAD"
"835b9d3e-8500-4b47-b981-591702934de6","ELS FunctionDepartment Corporate HR"
"8e3fc5a6-2614-4e54-b1cb-3af9e7577d00","ELS Share srv3hug PHYSIKLABOR"
"ba4d3b9d-e6f0-413b-85c2-bbd3481aca04","ELS PER APPLICATION_ePlan8 R"
"e68fe1dc-15e8-48d0-bd01-519344f1c86c","TRA Function Administration"
"871c3136-0709-4dd9-be8d-9834a866281c","ELS PER APPLICATION_SSD_AppsTemp RW"
"fcb5f0a9-2863-442d-bbcc-e4ead8718359","ELS PER ORGANISATION_Qualit?tsundUmwelt RW"
"7b0788f5-9c5e-488a-9fbb-c6be74b23314","ELS PER VERKAUF_003_OFFERTEN RW"
"0dd9d787-f5e0-4ac2-98b1-29a61037e741","ELS PER ORGANISATION_IT L"
"6833a8d3-1df9-4b46-b5b3-735ba4893d08","ELS PER ORGANISATION_CorporateDevelopment_Corp. Dev R"
"935c48f9-f5dc-45d6-b429-a426e57d437f","MAB Function WorkingStudent Administration"
"283580d9-8dee-46b5-98e9-272735da5dbb","ELS PER TECHNIK_Elektro_Korrespondenz R"
"97708c52-0c7d-4fff-bcaf-d6bd5d81ff46","ENS PER DEPT_Management_2Sales R"
"4f9dca23-c829-4837-af1d-b9b5bde72c99","ELS Share TECHNIK"
"61e4400b-e704-46ee-94ae-b937806f9d93","ENS Share Service R"
"b486f314-7a3c-4441-aed4-ee0fc8dfc2cb","ELS Function FAU Regulation & Certification"
"8a0046f3-663d-47ab-8700-6cacb3f5d5c1","ELS NTFS Projekte"
"2a90d1bd-2495-4611-a1e8-902514966471","gpo - ITTRT Users Backup Profile DENY"
"f97a22fd-63d5-40f3-8db7-13e67a14f196","SRMW_Intune_Win_Devices_All"
"b277cb23-f4f7-46eb-af68-bee518df8d31","ELS PER VERKAUF_011_VERORDNUNGEN_GESETZGEBUNGEN R"
"6541583d-533a-4997-90cd-ccf3f85183b8","ELS PER ORGANISATION_HHPBoard_000Archiv RW"
"fbe0d734-c7b0-476f-a70b-6cd2bdaa207e","ELS PER ORGANISATION_TechnicalRedaction L"
"059ed135-73a0-4704-a68e-e2910223a8f2","ELS DepartmentHead System Design"
"81a6097f-504b-42d7-a89c-fdf327b18312","ELS PER ORGANISATION_Administration RW"
"0067bc11-3da7-4f72-be7b-575262b0a466","ELS PER OPERATIONS_2Technik RW"
"f59cf9e9-3526-4e5b-8fe5-7d68213834bf","ENS PER DEPT_Management_5FinanceLegal R"
"cc91b88b-46f3-4239-8d4f-975d92628515","ELS PER HECN L"
"b8402b13-1b76-4ce9-bc73-2e35f89693e3","ELS PER TECHNIK_Productline_03LifecycleManagement RW"
"bf86b50a-9f99-4e1e-8177-44c6cbe68a4a","ELS PER TECHNIK_Productline_05Common R"
"996109ed-87b6-4df8-9afd-ff31b2579e77","ELS PER VERKAUF_003_OFFERTEN L"
"58b55f85-9760-435c-9063-30617eafa237","ELS PER TECHNIK_Elektro_Entwicklung RW"
"3c45c35b-a30b-478f-a411-56fa20cdd8f2","ELS PER ORGANISATION_Gesch?ftsleitung_Vision2020 RW"
"0e5ed116-da93-4ec4-8bd9-2d98c7394973","ELS Function all Apprentice"
"bf267d0c-5f76-4394-a50d-c69e8d6bb811","ELS PER ORGANISATION_ERP RW"
"94e5fba6-9e28-4df6-a992-40acc0102aa9","ELS PER ORGANISATION_HHPBoard_070Organization RW"
"aff9a5dd-ed08-4650-abb8-6c0c5c72224e","ELS PER TECHNIK_CAD_10_FEA_Faurecia R"
"83aa9cd8-1645-4c92-b587-1b975cdbcf78","ELS PER ORGANISATION_Management_060VP-Coordination R"
"af5766ba-6407-4b1f-8fb4-fb60d3098de8","ELS TeamManager Purchasing"
"ed6c5018-7427-455b-941a-bb1b86e2270b","SRMW_Intune_Role_OperationsAdmins"
"bdc7b8d5-4967-43d9-9a0b-efcaa466dbeb","MBI HUG Function ManagingDirector HECN"
"cd1f36f9-e904-4e65-bfbc-d81ac655d7f0","ELS NTFS Labor"
"7c6ac069-3368-4295-98a1-22d342070273","ELS Function Electronical"
"6d861a3d-38c0-4044-867b-65f3b2c7aac6","ELS Function Waste"
"abbd13c3-2981-4fe1-a60e-d9c9ad1d3e1b","ELS PER APPLICATION_Keytech14 R"
"fc52736a-2930-49f8-986c-f7d2a7ac367c","ELS PER TECHNIK_RnD_QUality RW"
"74995570-931f-4bc2-80b6-76ecc951a7aa","ELS Russabbrandverhalten_Partikelfilter"
"a4f9cd38-66ea-46c5-b851-ec8ad4f5abc5","ELS OLD Dokumentarist"
"1e0ded09-5da2-4284-be6a-db9907cc53c7","ELS PER TECHNIK_Labor_21Korrespondenz R"
"92b67dd5-718f-423b-9033-31d9986be9e9","ELS PER ORGANISATION_Projektmanagement R"
"8a22053d-fb04-4c8b-9df6-36be039bb078","ELS PER PRJ_CCIMO R"
"c55cf2de-55c2-4314-9a26-83b22c9f4448","ELS PER APPLICATION_Durchlaufofen RW"
"984e988d-7a2f-4d44-a3dc-2e14c43d136a","ELS PER VERKAUF_016_VERKAUF R"
"b5c796d6-650a-4e50-ab78-37b1a41e3949","ELS PER ORGANISATION_Management_071SCM R"
"b8f5e11e-7d66-40ab-814e-1bbd635efa8f","ELS SP_Abteilungs-Seiten_Entwicklung_Entwicklungsberichte RW"
"b17b2e9a-3e06-4024-afeb-7aaf251857bc","ELS WabenProduktion"
"85dd904f-45b2-4964-94d8-80e1fdeeadf3","ELS PER TECHNIK_ProduktManagement RW"
"296710f1-0a09-42f0-a0a4-f8f6b0378835","ELS PER APPLICATION_VM R"
"0dfeaeb8-ea12-4867-91a5-34884a553565","ELS FunctionHead Quality Management"
"c18b875a-9c6d-4f9b-92f7-58435592e408","ELS PER ORGANISATION_Finanzen_Auftr?ge R"
"be21dd83-bc24-4079-8c05-4ce2e5faf982","ELS PER TECHNIK_Productline_04PortfolioOptimization R"
"804b2a3f-8107-4707-9532-625984528c42","gpo - ITTRT Computers IE10 Install APPLY"
"485de90a-54a4-4c6b-8018-2448ca240371","ELS PER TECHNIK_RnD_Innovation RW"
"84b9ba37-aea0-4c6f-abb5-eaaa442a43c7","ELS Apprentice Customer Support & Logistics"
"4350563e-d3d1-4910-803b-9f66882c4890","ELS PER APPLICATION_Eplan RW"
"3b8c7ac6-a89c-4929-8154-f626a859c8cb","ELS PER TECHNIK_Elektro_Anleitungen R"
"ccc2a7b0-b2c9-4fbc-b382-bb2bac9358ef","ELS PER TECHNIK_CAD_03_Zeichnungen R"
"bb6d07ae-cd61-4faf-b713-4db8a2186381","ELS PER ORGANISATION_CorporateDevelopment R"
"b114fd51-8b42-43fb-b79d-9023982ece9e","ELS PER VERKAUF_023_Preislisten R"
"b861ec1f-346b-4bdc-9ec3-d6b541d4389d","ELS PER ORGANISATION_Personal_HENL R"
"9ff899d0-ae13-4561-8c9f-2fbf8981dfc2","ELS Share ABACUS"
"4c7da14e-b605-4a40-a5fb-f57a8dffaeb9","ELS PER TECHNIK_Labor_06Pr?fverfahren R"
"fd3008c1-54a6-4c62-8c80-34105c999d77","ENS PER DEPT_Management_101Algemene zaken RW"
"d703b53c-ac8d-4d32-ba41-fb06ca0605c8","ELS Department System Design"
"c3452bb9-c23a-4844-897f-a3feb4c203fa","ELS PER ORGANISATION_ApparatusEngineering R"
"85dd1b6c-b59d-4a36-8f8a-5d427ba96ae0","ELS Share ORGANISATION"
"f9271b62-a941-4cba-a68e-514a8c8fa6cc","ELS PER TECHNIK_RnD_Management RW"
"18913620-4ef7-4882-b894-5ac7b9555f32","ELS PER ORGANISATION_CorporateDevelopment_Corp. Dev RW"
"6401c631-3676-42cb-912a-b419d32c1d68","ELS PER OPERATIONS_3ProduktionsnaheBereiche_3QSUmwelt R"
"548ce60f-b842-492e-900b-f7846535567b","ELS APP ExpoVit_Users"
"df7eb67a-218d-4dfa-9013-5ea54c94e177","ELS PER OPERATIONS_3ProduktionsnaheBereiche_1Kundendienst R"
"fb09046b-65d4-4f6b-8801-7ae5452a3226","ELS PER ORGANISATION_Personal_HECH RW"
"f316e21e-fde5-4283-8f50-4a3987f86533","ELS PER ORGANISATION_Personal_Versicherungen R"
"b56ee9e7-4f6f-4689-bb25-e6ecefc8ace8","ELS Lagerbewirtschaftung"
"a9d5be4b-e59d-4e57-86cc-43cc6cea0b9c","ELS Share AUTODESK"
"71591538-9e72-4dcf-97ef-a20552d9534e","ELS PER ORGANISATION_Administration_WelcomeScreen RW"
"cf4845ca-91de-45a7-ac80-5c8a2f23445f","ELS PER OPERATIONS_2Technik R"
"c6269566-599a-45ba-82b9-dcf2f462ec60","ELS PER APPLICATION_COMOS RW"
"a819038d-811d-4e75-85d7-161cf638c638","ELS PER TECHNIK_Labor_12Messdienstleistungenext R"
"f5a16f75-7ccb-446c-b27d-3eb6313484ac","ELS PER OPERATIONS_1Produktion RW"
"efaaa10c-e789-456f-bfd4-c0e389216ef1","ELS PER APPLICATION_SSD L"
"957778c6-28fc-4214-850b-b435b054e39c","MAG IT Admin"
"44edf847-8859-4f9b-a193-f5e7e962f1dc","ELS PER APPLICATION_TIM_FCTTIMWORK RW"
"c18875b2-111b-4d75-a282-b8f9a2afd50c","ELS PER ORGANISATION_Finanzen R"
"4bd2e9f8-780c-44d5-bd03-6d0a010826d7","ELS PER TECHNIK_Elektro_CyberSecurity R"
"bd67eacb-c190-48c3-9dba-196ee94771c6","ELS PER APPLICATION_DBPrK RW"
"403c5ce7-0304-40a7-99f2-8f11b924d382","All Users"
"e3eb621d-237d-432e-8d0d-7a7f6e6d2724","ELS Apprentice Sales Agents"
"e1c4ecc2-b988-4938-a223-782b51f2bc4c","ELS OLD Produktion_MUL"
"df16c669-6302-41ec-80f6-9a8034da5570","ELS OLD Hug_Schweiz"
"cd5b1885-c422-48f4-a24c-4edb69707a47","ELS Department RnD Project Management"
"c24ec401-d0e4-44a1-9875-0c0c038dff29","ENS Function Marketing"
"7bca91e7-9cbc-4b74-833f-928b8177baa5","CH-ELS-TeamsQueue-WarehouseLogistics"
"ca1168b5-0ed4-4458-9d98-04b9f03e4197","ELS Function AFO-CH"
"7b3d6e48-59f2-48d7-8cdf-3d0e44fecee9","ELS PER ORGANISATION_Dokumentation RW"
"fc97e080-a8b0-490b-932c-ab49aecf677a","ELS PER VERKAUF_012_NICE TO KNOW RW"
"d453550d-11ec-40c6-83a0-0c9d03d82c93","ELS PER APPLICATION_Abacus_Auslastungsreport R"
"1e5f3ee2-ae5f-484a-ab3a-3be9e0d3afd8","ELS PER TECHNIK_AFO L"
"57db30ad-c450-4f99-b397-007c4dfb2cdd","ELS PER ORGANISATION_IT_Projekte R"
"7c6d29df-601e-4e02-9248-bff9789a2b56","ELS PER TRAINING_4_Einf?hrung R"
"8f2b9261-ffe8-41a7-9db3-c69f847593ef","ELS SP_Produkthandbuch_CAD R"
"9434f3e9-6436-4387-a1fd-0a239979825d","ELS PER ORGANISATION_Administration_Schulungen RW"
"0e381ff7-78b1-488b-b2f7-524a104229ad","ELS PER OPERATIONS RW"
"e87de99c-90c0-480f-8942-8dd1e22b0871","ELS PER TECHNIK_Elektro_Produktpflege R"
"bd594324-29c3-489d-9789-bbb3b2ad9fd8","ELS PER TECHNIK_RnD_Benchmarking R"
"e8620cd8-d927-46e0-b390-d0e7d3dac4a8","ENS Function Health_n_Safety"
"2a18ca29-53aa-4413-9491-ca568ac84ddd","ELS Function Safety_and_Regulations"
"2bd00597-0ee7-4189-b27e-263159150cd5","ELS PER TECHNIK_Labor_18Organisation RW"
"45e5cf5a-ceac-44e0-802b-cf78de6decd6","ELS PER TECHNIK_Labor_19Messmittel?berwachung R"
"b78d68df-a26e-4143-85c8-41281ec3720f","ELS PER TRAINING_1_HUGACADEMY R"
"a4a5d9c0-1456-470e-a585-d1ce68ffdb0a","ELS PER ORGANISATION_Qualit?tsundUmwelt_z_Archiv R"
"d653df70-42ab-47f4-81f6-b4670d154667","ELS Function FAU-Functional Development"
"50eea1c4-6fb7-411b-bece-30ada3ad3425","ELS PER ORGANISATION_Management_040Asia R"
"08dea55e-24ac-4da7-9099-cc4f57836431","ELS PER TECHNIK_Elektro_Anlagen_Spezial R"
"107bda6a-f655-4458-9080-9e1aa13f311f","ELS DepartmentHead Sales Agents"
"43a1d3fb-229b-4e3f-944a-94199ca10f38","ELS PER APPLICATION_DBBmk RW"
"95d6401e-cfdd-4745-b47c-7f8e1ee86909","ELS PER ORGANISATION_Personal_HEUS RW"
"06547a1d-90c8-4f43-9a42-f37b33bd8bce","ELS OLD AVOR"
"5d19a878-57bb-4768-bcd9-ea361eda709b","SRMW_Intune_Win_Users_All"
"4c1140e7-3bde-4a11-a245-8b8ca418785a","ELS PER ORGANISATION_TransportLogistics RW"
"adc29829-0812-4c8a-b2d4-9a87fd551365","ELS PER TECHNIK_Productline_02PowerGeneration RW"
"b6197424-4535-4a27-b3fe-dec887edad3e","ELS PER ORGANISATION_IT_Lehrling RW"
"6bd753d0-70f7-4e4d-be02-94a1894196a2","ELS PER ORGANISATION_IT_Sicherungen R"
"4bb29c03-65a3-460b-981f-902434f461b3","ELS Department Work Preparation & Warehouse"
"adcde3a9-796e-41b0-98be-799ae7d907ad","ELS Function First Aid"
"84383abe-6615-4b96-8f3f-c04fe34399b3","ELS PER ORGANISATION_Management_071SCM RW"
"63b833d8-3557-4664-9845-33e94c60d88e","ELS Function FAU Digital Services Development SVM"
"5166458e-19ca-439d-8cc0-b6fa36f0f0e4","ELS OLD Hug_Deutschland_CSS"
"56582b00-e846-4dd5-a3b8-360dfb58aff0","ELS SP_Abteilungs-Seiten_Verkauf_Preislisten RW"
"d75eeed6-7d2f-4057-b4b6-c4f1f501602c","ELS PER ORGANISATION RW"
"e4ae5f97-326c-451b-9a5c-3d827d99ce86","ELS PER ELSSVABACUS1 AbaScan RW"
"0f50eb30-ec96-4f18-ba39-96ed78e27d9d","ELS APP Datenbank_Betriebsmittel"
"88c8a874-13f3-43ac-9646-ca67149b895b","ELS Apprentice Deviation Management"
"b89432a3-45ea-423d-96ab-0a065c637838","ELS PER ORGANISATION_Qualit?tsundUmwelt_Umwelt R"
"53f702f6-0e47-4b60-96de-c3510ba54b43","ELS Function Director Finance Controlling"
"fa9f6d87-c8b7-40c0-beb1-c3d56863b1db","ELS PER APPLICATION_Abacus_CorporateHR RW"
"975c7a04-2a6b-4f7f-8594-ddd3fe61e58b","ELS PER TECHNIK_CAD_99_Outlook_Archiv RW"
"875b4096-8b47-493a-92bd-154b28f1e733","ELS PER ORGANISATION_Einkauf_05SupplierQuality RW"
"184b1d06-8b46-41f2-aed6-5bf4173cb2cd","MBI HUG Function Finance Controlling"
"a847f9f9-e8a9-493d-b252-19a857aecdd2","ELS Department Customer Support & Logistics"
"c532dc2b-14d5-47c2-8fc3-ffd06aef0836","ELS PER TECHNIK_Elektro_Bibliotheken R"
"1122fe8a-3e36-431a-847c-387708b9e6fe","ELS PER TECHNIK R"
"7d04fa97-2356-40b3-a3c4-eadf239ff26b","SRMW_Intune_MobileMDM_Users_All"
"22944e86-9468-4a07-a341-ebd60e9fedb2","ELS PER VERKAUF_006_MARKTFORSCHUNG und VERTR?GE RW"
"41acd61d-02f6-4027-a06d-1f4a0ae97b4f","ELS PER PRJ_ProjectsReport RW"
"ad280a59-d999-4c19-b260-68f61770e1e9","SRMW_Intune_Android_Devices_POWP"
"37fc5d7b-fce2-4412-948a-b5a08b4437a6","ELS DepartmentHead Ceramics & Catalysts Development"
"d57290e2-a7ac-4bda-b9ae-0bcea309227a","ENS PER DEPT_Management_HUGMT RW"
"2fffd871-a403-4a45-a0ce-7a79a56033f0","ENS PER DEPT_Management_Oud R"
"2d40887c-7449-4f08-9564-30c85ff55656","BUH Domain Users"
"baad7d02-47a7-478b-a891-8c1622d69c72","ELS PER APPLICATION_DBSales R"
"ee983740-3967-48eb-96b9-94926d70a1da","ELS PER VERKAUF_023_Preislisten RW"
"ad8b074f-9977-43cc-baa0-ea3a56f730ba","ELS PER TECHNIK_RnD_Presentations RW"
"5b2d5dac-3abd-41cc-a0fa-5911bb5c5412","ELS DepartmentHead Finance"
"5a938669-65fd-4eca-920d-981fc68382c0","ELS PER ORGANISATION_HHPBoard R"
"b24ca8fc-b1bd-41ee-be7b-90a5eccdf1b8","ELS PER TECHNIK_Elektro RW"
"1d661926-750f-436c-9b73-6b941e786e01","ENS Share Service RW"
"beb1b44e-bd52-4a73-b821-927abab5a20e","ELS PER TECHNIK_FMM Application L"
"cf47b6ed-71e7-4696-8c02-50cbc69bc4f7","ELS SP_Abteilungs-Seiten_Application RW"
"0d224e06-45f2-4584-9cea-89b87f1e4a8d","ELS PER TECHNIK_CAD_04_Zertifizierung RW"
"b4be34a3-f251-4daf-8ccd-c09d4d39b190","ELS PER TECHNIK_Elektro_05_Datenbank R"
"84f8b19c-8fa4-40ec-af3e-16c702585569","ELS PER ORGANISATION_IT_Archiv R"
"dbb44de1-29a8-4a2f-8435-eb21f0abadf1","ENS PER DEPT_Management_2Sales RW"
"c0b1fba6-e622-44e3-970e-776cc9879c85","ELS FunctionHead Sales"
"54a1889b-b38a-4db8-bd7f-1c501622bfb2","ELS PER ORGANISATION_Safety_and_Regulations R"
"510a1b83-1482-43dd-bb65-7533553b0658","ELS PER ELSSVABACUS1 ABACUS_HERKFGZ R"
"81f6e1a1-ef36-43a1-a849-a98b79dd499e","ELS PER VERKAUF_009_MESSEN R"
"86ccc9fc-4a6a-4b09-b3a1-48193429496a","ELS APP SalesDB Admin"
"0b6fbfd7-d201-4666-8843-4334c26ff936","ELS Department Entwicklung Keramik_Katalytik"
"4bdc29a4-69b9-4c27-ba4a-c18297c9e24f","ELS PER ELSSVABACUS1 ABACUS R"
"72b160b4-ec5b-4a10-998c-027b46879ba9","ELS PER APPLICATION_BnR R"
"9bb497a4-cf3b-4472-9d5f-970088aa6f00","ELS PER ORGANISATION_Management_030Europe RW"
"2bf75651-d443-4d5e-8d81-58bc09201ffc","ELS PER TECHNIK_Labor_39ArbeitsbewilligungFremdfirmen RW"
"924643a4-9344-408c-9e7f-93c6eb65d2a9","SRMW_Intune_Win_Devices_ITTRA"
"f87c7392-32f2-4d0f-9add-05fdce209103","ELS PER APPLICATION_Abacus_Dashboard R"
"3a343a82-e279-4064-b6c8-4572dd0b7ed3","ENS PER DEPT_RapportSys R"
"5ef73903-26e7-4d23-a1b1-48f5ff0eff95","ELS Function HECN"
"aa6f5c05-d6b1-4ac4-b327-6ff78a4ddab9","ELS SP_Abteilungs-Seiten_Marketing R"
"59020339-f81b-4b0c-9379-d9d04acb6b12","ELS Function CTO"
"d8a6c57c-5aff-4c71-a17f-258fc9dcad86","ELS OLD Brandschutz"
"6c29de5e-8a4e-46e2-aee8-06e8d80cc56f","ELS Leitung Technik"
